date,product,category,quantity,sales,region
2024-01-12,Phone,Mobile,24,11461.32,Northwest
2024-01-12,Laptop,Electronics,43,53880.68,East
2024-01-12,Speaker,Electronics,2,256.37,Central
2024-01-12,Cooler,Electronics,30,2346.8,Central
2024-01-12,Kettle,Appliances,13,972.77,West
2024-01-12,Earbuds,Mobile,22,3667.82,South
2024-01-13,Speaker,Electronics,12,689.12,Northwest
2024-01-13,USB Cable,Electronics,19,224.94,Northeast
2024-01-13,Mattress,Furniture,33,31137.84,Southeast
2024-01-13,Socks,Clothing,10,58.18,Southeast
2024-01-13,Case,Electronics,40,3207.05,Northwest
2024-01-13,Hat,Clothing,18,502.06,West
2024-01-13,Cabinet,Furniture,38,12123.0,Northwest
2024-01-14,Smart Watch,Mobile,48,17688.53,Central
2024-01-14,Microphone,Electronics,34,2666.02,Northwest
2024-01-14,HDMI Cable,Electronics,26,418.49,Southeast
2024-01-14,External SSD,Electronics,36,2507.47,Central
2024-01-14,Kettle,Appliances,30,1396.73,West
2024-01-14,Headphones,Electronics,18,1098.39,Northwest
2024-01-14,Dishwasher,Appliances,9,10744.9,East
2024-01-14,Cabinet,Furniture,45,21619.41,Central
2024-01-14,Earbuds,Mobile,4,602.62,South
2024-01-15,Jeans,Clothing,33,2609.63,East
2024-01-15,Blender,Appliances,41,3662.29,East
2024-01-15,Microphone,Electronics,15,3809.2,Central
2024-01-15,Power Supply,Electronics,5,657.39,Northwest
2024-01-15,Mouse,Electronics,24,1218.84,Northwest
2024-01-15,Tablet,Mobile,3,861.67,Northeast
2024-01-15,Graphics Card,Electronics,21,9254.68,North
2024-01-15,Oven,Appliances,37,23494.2,Central
2024-01-16,HDMI Cable,Electronics,27,438.27,Southeast
2024-01-16,Phone,Mobile,25,23082.04,Central
2024-01-16,Bed,Furniture,35,21870.38,Northeast
2024-01-16,T-Shirt,Clothing,16,356.67,East
2024-01-16,Cabinet,Furniture,41,15890.06,East
2024-01-16,RAM,Electronics,12,1393.03,Central
2024-01-17,Cooler,Electronics,9,741.97,Northwest
2024-01-17,Jacket,Clothing,39,7781.85,Northwest
2024-01-17,Bookshelf,Furniture,5,1979.21,North
2024-01-17,Phone,Mobile,45,23018.99,Southeast
2024-01-17,Webcam,Electronics,10,1209.06,Central
2024-01-17,Sofa,Furniture,50,43101.95,Southeast
2024-01-17,Bed,Furniture,35,19234.88,South
2024-01-17,Cabinet,Furniture,20,8959.53,Central
2024-01-17,HDMI Cable,Electronics,18,272.86,Northwest
2024-01-17,Socks,Clothing,5,68.28,Southeast
2024-01-17,RAM,Electronics,15,846.32,Northeast
2024-01-17,Pants,Clothing,41,2439.84,Central
2024-01-17,External SSD,Electronics,14,2076.42,Northeast
2024-01-18,Blender,Appliances,23,2460.49,Central
2024-01-18,Headphones,Electronics,36,5376.19,Northwest
2024-01-18,Gaming Chair,Electronics,19,4429.03,East
2024-01-18,Jacket,Clothing,44,7222.21,West
2024-01-18,Desk,Furniture,25,18099.97,North
2024-01-18,Kettle,Appliances,44,2637.55,Northwest
2024-01-18,Coffee Maker,Appliances,9,1340.66,East
2024-01-18,Monitor,Electronics,50,14340.82,West
2024-01-18,Bookshelf,Furniture,1,215.33,West
2024-01-18,Blender,Appliances,49,1652.46,North
2024-01-19,Screen Protector,Mobile,15,90.17,North
2024-01-19,Bed,Furniture,50,37835.28,Central
2024-01-19,Laptop,Electronics,42,48047.32,West
2024-01-19,Keyboard,Electronics,20,2190.09,East
2024-01-19,Hat,Clothing,38,704.37,Northwest
2024-01-19,Sweater,Clothing,46,3068.51,East
2024-01-19,Power Bank,Mobile,2,113.48,East
2024-01-19,Power Supply,Electronics,25,2707.21,North
2024-01-19,Laptop,Electronics,40,59956.72,Southeast
2024-01-20,Earbuds,Mobile,35,6680.71,Central
2024-01-20,Kettle,Appliances,49,1005.02,North
2024-01-20,Charger,Mobile,31,652.6,Northeast
2024-01-20,Motherboard,Electronics,21,3157.69,Northeast
2024-01-20,Coffee Maker,Appliances,21,1808.81,Southeast
2024-01-20,Desktop,Electronics,13,14839.47,South
2024-01-20,Power Bank,Mobile,8,538.98,Southeast
2024-01-20,HDMI Cable,Electronics,27,422.78,North
2024-01-21,Earbuds,Mobile,40,2066.24,Southeast
2024-01-21,Tablet,Mobile,6,2659.0,North
2024-01-21,Oven,Appliances,9,6613.0,Central
2024-01-21,Hat,Clothing,30,1043.25,Northwest
2024-01-21,Jacket,Clothing,30,4674.16,Central
2024-01-21,Desktop,Electronics,14,15413.69,Central
2024-01-21,Jeans,Clothing,24,2137.47,North
2024-01-21,Table,Furniture,10,4145.56,West
2024-01-21,Pillow,Furniture,16,1166.88,North
2024-01-21,Refrigerator,Appliances,7,7491.33,West
2024-01-22,Cooler,Electronics,42,3499.98,Northwest
2024-01-22,Socks,Clothing,50,773.4,Northwest
2024-01-22,Headphones,Electronics,7,1653.03,Northwest
2024-01-22,Case,Electronics,6,769.26,Northeast
2024-01-22,Motherboard,Electronics,32,8529.69,Northwest
2024-01-22,Webcam,Electronics,23,1550.82,East
2024-01-22,Speaker,Electronics,40,2255.87,Central
2024-01-22,Cabinet,Furniture,45,18275.63,North
2024-01-23,Socks,Clothing,12,236.7,South
2024-01-23,Kettle,Appliances,29,606.44,Northeast
2024-01-23,Sweater,Clothing,50,4435.67,South
2024-01-23,T-Shirt,Clothing,16,414.27,South
2024-01-23,Toaster,Appliances,43,1756.36,Northeast
2024-01-23,Screen Protector,Mobile,27,415.87,Central
2024-01-23,T-Shirt,Clothing,12,391.4,Northwest
2024-01-23,Power Supply,Electronics,16,2601.14,Southeast
2024-01-23,Motherboard,Electronics,41,13222.74,Southeast
2024-01-23,Sweater,Clothing,24,1553.57,Central
2024-01-24,Hat,Clothing,12,227.81,Northeast
2024-01-24,Bookshelf,Furniture,4,722.15,West
2024-01-24,Desktop,Electronics,43,33664.78,Southeast
2024-01-24,USB Cable,Electronics,32,264.25,North
2024-01-24,Case,Electronics,25,898.95,North
2024-01-24,Bed,Furniture,37,41969.3,Northwest
2024-01-24,Charger,Mobile,41,1568.05,Southeast
2024-01-24,Pants,Clothing,46,1925.54,Southeast
2024-01-24,Keyboard,Electronics,39,4438.52,West
2024-01-24,Pillow,Furniture,25,518.51,Northeast
2024-01-24,Graphics Card,Electronics,49,29565.08,North
2024-01-24,Keyboard,Electronics,39,2803.35,West
2024-01-24,External SSD,Electronics,38,7048.56,East
2024-01-24,Webcam,Electronics,41,3015.68,Southeast
2024-01-25,Desk,Furniture,16,5042.55,East
2024-01-25,Jeans,Clothing,38,2070.13,East
2024-01-25,Shirt,Clothing,21,978.69,Northwest
2024-01-25,Desk,Furniture,15,4902.75,North
2024-01-25,Desk,Furniture,31,13437.69,West
2024-01-26,Microwave,Appliances,35,9660.95,Central
2024-01-26,Table,Furniture,43,14392.35,North
2024-01-26,Microwave,Appliances,42,9667.7,South
2024-01-26,Case,Electronics,13,885.75,South
2024-01-26,Oven,Appliances,10,2825.6,Northeast
2024-01-26,Kettle,Appliances,14,1091.52,East
2024-01-26,Coffee Maker,Appliances,41,3347.8,West
2024-01-26,Pillow,Furniture,29,1620.15,North
2024-01-26,Mouse,Electronics,33,1185.1,West
2024-01-27,Speaker,Electronics,31,3820.25,South
2024-01-27,HDMI Cable,Electronics,36,533.75,East
2024-01-27,Headphones,Electronics,43,5328.13,Northeast
2024-01-27,External SSD,Electronics,42,7245.55,Northwest
2024-01-27,Shoes,Clothing,40,4997.91,Northwest
2024-01-27,Blanket,Furniture,48,3614.32,West
2024-01-27,Mouse,Electronics,11,806.03,Northeast
2024-01-28,Phone,Mobile,32,11500.92,Northeast
2024-01-28,Power Bank,Mobile,18,765.73,East
2024-01-28,Pants,Clothing,30,2980.38,Central
2024-01-28,Chair,Furniture,5,1848.9,Southeast
2024-01-28,Sweater,Clothing,7,294.64,Central
2024-01-28,Case,Electronics,39,1574.84,Central
2024-01-28,Cabinet,Furniture,33,8348.61,South
2024-01-28,T-Shirt,Clothing,17,564.19,East
2024-01-28,USB Cable,Electronics,14,198.93,Northwest
2024-01-28,Microphone,Electronics,2,481.22,East
2024-01-28,Webcam,Electronics,39,4910.14,Southeast
2024-01-28,Shoes,Clothing,8,1010.08,Northeast
2024-01-28,Shirt,Clothing,20,826.2,South
2024-01-28,Charger,Mobile,4,114.03,North
2024-01-29,Gaming Chair,Electronics,26,8425.76,East
2024-01-29,Case,Electronics,11,928.92,Northwest
2024-01-29,USB Cable,Electronics,44,498.63,East
2024-01-29,Oven,Appliances,10,7696.68,Southeast
2024-01-29,Speaker,Electronics,3,515.95,South
2024-01-30,Cooler,Electronics,31,1832.96,Northwest
2024-01-30,Desktop,Electronics,42,27955.94,Northeast
2024-01-30,Jeans,Clothing,10,1027.91,South
2024-01-30,Mouse,Electronics,47,2194.39,West
2024-01-30,Jeans,Clothing,42,4546.5,South
2024-01-30,Toaster,Appliances,35,2407.61,Central
2024-01-30,Jeans,Clothing,20,1932.51,North
2024-01-30,Graphics Card,Electronics,3,2145.64,North
2024-01-31,Headphones,Electronics,43,3551.04,Southeast
2024-01-31,Dishwasher,Appliances,48,44266.72,West
2024-01-31,Motherboard,Electronics,8,1239.31,Central
2024-01-31,Refrigerator,Appliances,14,16597.97,Northwest
2024-01-31,Jacket,Clothing,28,3177.82,North
2024-01-31,Case,Electronics,7,628.1,South
2024-01-31,Power Supply,Electronics,11,1001.5,East
2024-01-31,Gaming Chair,Electronics,34,8098.94,Northwest
2024-01-31,Chair,Furniture,7,1547.22,North
2024-01-31,Power Bank,Mobile,16,1210.4,Southeast
2024-02-01,Desk Lamp,Electronics,16,1331.68,East
2024-02-01,Shoes,Clothing,37,3980.81,West
2024-02-01,Blender,Appliances,25,3063.68,West
2024-02-01,Case,Electronics,49,2412.64,South
2024-02-01,Power Supply,Electronics,16,1138.11,Southeast
2024-02-01,Jeans,Clothing,30,2901.91,East
2024-02-01,Hat,Clothing,25,1141.98,North
2024-02-02,Keyboard,Electronics,31,4462.93,Northwest
2024-02-02,Smart Watch,Mobile,42,16155.7,South
2024-02-02,Table,Furniture,7,3847.73,Northeast
2024-02-02,Gaming Chair,Electronics,45,21807.43,North
2024-02-02,Sofa,Furniture,37,53567.01,South
2024-02-02,Speaker,Electronics,43,5679.99,Northwest
2024-02-02,Screen Protector,Mobile,47,240.78,Southeast
2024-02-02,Monitor,Electronics,6,2978.9,Northwest
2024-02-03,External SSD,Electronics,38,4776.41,North
2024-02-03,Microwave,Appliances,11,2836.39,Central
2024-02-03,Gaming Chair,Electronics,13,3017.52,North
2024-02-03,Sofa,Furniture,8,11100.75,Southeast
2024-02-03,Mattress,Furniture,34,26383.59,West
2024-02-03,Speaker,Electronics,13,1545.19,North
2024-02-03,Motherboard,Electronics,46,9044.93,East
2024-02-04,Phone,Mobile,5,3571.64,Northwest
2024-02-04,Headphones,Electronics,42,10562.39,East
2024-02-04,Sofa,Furniture,32,28650.2,West
2024-02-04,Tablet,Mobile,5,2591.52,East
2024-02-04,Blender,Appliances,24,3579.43,Northwest
2024-02-04,Pants,Clothing,23,1955.16,Southeast
2024-02-04,Refrigerator,Appliances,32,30401.64,Northeast
2024-02-04,Shoes,Clothing,31,3208.81,Central
2024-02-05,Speaker,Electronics,16,618.08,West
2024-02-05,Laptop,Electronics,27,33939.67,East
2024-02-05,Oven,Appliances,5,3121.51,West
2024-02-05,Phone Case,Mobile,11,328.42,North
2024-02-05,USB Cable,Electronics,19,335.66,South
2024-02-05,Charger,Mobile,42,1361.14,North
2024-02-05,Webcam,Electronics,4,518.58,North
2024-02-05,Underwear,Clothing,33,804.39,South
2024-02-05,Sweater,Clothing,15,669.38,East
2024-02-05,Coffee Maker,Appliances,38,6061.05,South
2024-02-05,Desk,Furniture,26,10104.41,Northeast
2024-02-05,Power Supply,Electronics,18,2231.43,Central
2024-02-05,Dishwasher,Appliances,12,12382.64,Northwest
2024-02-05,Table,Furniture,6,3013.88,Southeast
2024-02-06,Desk Lamp,Electronics,33,766.27,Northwest
2024-02-06,Jeans,Clothing,6,603.51,Southeast
2024-02-06,Bed,Furniture,5,2567.5,Northwest
2024-02-06,Phone Case,Mobile,25,833.0,North
2024-02-06,Chair,Furniture,31,11536.76,North
2024-02-06,Blanket,Furniture,3,173.12,Northwest
2024-02-06,HDMI Cable,Electronics,15,277.31,East
2024-02-06,Webcam,Electronics,1,98.73,North
2024-02-06,Toaster,Appliances,4,214.97,Southeast
2024-02-06,Smart Watch,Mobile,27,6889.73,West
2024-02-06,Screen Protector,Mobile,6,33.95,Central
2024-02-06,Blender,Appliances,34,4531.53,South
2024-02-07,Pillow,Furniture,32,2085.3,East
2024-02-07,Desktop,Electronics,16,19045.79,North
2024-02-07,T-Shirt,Clothing,3,68.12,East
2024-02-07,Dishwasher,Appliances,41,42893.12,East
2024-02-07,Microwave,Appliances,18,4890.26,North
2024-02-07,Bed,Furniture,7,5951.03,South
2024-02-07,Tablet,Mobile,21,5054.46,East
2024-02-07,Charger,Mobile,49,1281.55,North
2024-02-07,Microphone,Electronics,12,929.78,Central
2024-02-07,Oven,Appliances,45,30177.65,North
2024-02-08,Earbuds,Mobile,32,3010.59,Southeast
2024-02-08,Cooler,Electronics,12,964.24,Northwest
2024-02-08,Pillow,Furniture,21,1593.52,East
2024-02-08,Sweater,Clothing,25,1923.36,Central
2024-02-08,Sofa,Furniture,12,11058.25,North
2024-02-08,Gaming Chair,Electronics,36,15873.65,North
2024-02-09,Cooler,Electronics,1,61.87,North
2024-02-09,Phone Case,Mobile,9,265.62,South
2024-02-09,Coffee Maker,Appliances,8,1287.5,South
2024-02-09,T-Shirt,Clothing,39,906.05,Central
2024-02-09,Underwear,Clothing,32,714.02,South
2024-02-09,T-Shirt,Clothing,17,618.37,Central
2024-02-10,Kettle,Appliances,37,2874.54,Northeast
2024-02-10,Table,Furniture,32,17528.52,Southeast
2024-02-10,Speaker,Electronics,38,4258.08,Northwest
2024-02-10,Bookshelf,Furniture,9,2916.24,West
2024-02-10,RAM,Electronics,37,5591.37,South
2024-02-10,Pants,Clothing,30,1617.34,Northwest
2024-02-10,Desktop,Electronics,44,35690.51,Northeast
2024-02-10,Power Bank,Mobile,29,1181.32,Southeast
2024-02-10,Headphones,Electronics,50,7492.92,Central
2024-02-11,Pants,Clothing,45,3137.77,Northwest
2024-02-11,Keyboard,Electronics,17,1660.12,West
2024-02-11,Bookshelf,Furniture,39,7692.63,North
2024-02-11,Jeans,Clothing,18,2146.8,Northwest
2024-02-11,Microphone,Electronics,37,3208.5,North
2024-02-11,Power Bank,Mobile,36,2752.32,Southeast
2024-02-11,Charger,Mobile,36,1726.71,South
2024-02-12,Shirt,Clothing,8,377.69,Southeast
2024-02-12,Power Bank,Mobile,34,1154.51,West
2024-02-12,Chair,Furniture,46,14846.65,East
2024-02-12,Blanket,Furniture,46,3103.72,East
2024-02-12,Webcam,Electronics,45,5272.62,East
2024-02-12,Toaster,Appliances,2,67.41,Northwest
2024-02-12,RAM,Electronics,34,6587.02,East
2024-02-13,Phone Case,Mobile,36,597.61,Northeast
2024-02-13,Desktop,Electronics,43,35006.5,North
2024-02-13,Bed,Furniture,6,4376.14,West
2024-02-13,Laptop,Electronics,16,21599.39,Northeast
2024-02-14,Dishwasher,Appliances,19,13075.26,North
2024-02-14,RAM,Electronics,32,2467.88,West
2024-02-14,Jeans,Clothing,45,3882.35,South
2024-02-14,Blanket,Furniture,39,1661.4,North
2024-02-14,Gaming Chair,Electronics,38,11225.25,West
2024-02-14,Desktop,Electronics,29,27073.6,Northwest
2024-02-14,Jacket,Clothing,47,7643.13,Central
2024-02-14,Blanket,Furniture,26,1777.25,Central
2024-02-15,Sofa,Furniture,23,16527.02,Northeast
2024-02-15,Shirt,Clothing,1,38.08,North
2024-02-15,Sofa,Furniture,35,35116.52,North
2024-02-15,Blender,Appliances,27,1808.12,North
2024-02-15,Sweater,Clothing,45,2677.22,Southeast
2024-02-15,Monitor,Electronics,32,8188.59,Northwest
2024-02-15,Toaster,Appliances,4,213.78,Southeast
2024-02-16,Gaming Chair,Electronics,11,2985.09,East
2024-02-16,Blanket,Furniture,11,887.62,Central
2024-02-16,Toaster,Appliances,5,314.81,East
2024-02-16,Case,Electronics,31,1405.95,South
2024-02-16,Desk Lamp,Electronics,25,2156.5,Central
2024-02-16,Blender,Appliances,32,2237.3,South
2024-02-17,Hat,Clothing,24,516.73,Northwest
2024-02-17,Power Supply,Electronics,29,5292.89,Central
2024-02-17,Pillow,Furniture,49,1886.35,South
2024-02-17,Bookshelf,Furniture,34,3745.0,North
2024-02-17,T-Shirt,Clothing,36,1039.27,Southeast
2024-02-17,T-Shirt,Clothing,37,1015.8,North
2024-02-17,External SSD,Electronics,43,4194.29,North
2024-02-17,Mouse,Electronics,44,3155.2,South
2024-02-17,Keyboard,Electronics,31,1903.67,Central
2024-02-17,Chair,Furniture,24,9055.04,Southeast
2024-02-18,Chair,Furniture,16,5130.06,West
2024-02-18,Desktop,Electronics,41,42646.64,North
2024-02-18,Case,Electronics,50,1786.82,Northeast
2024-02-18,Coffee Maker,Appliances,32,6380.65,East
2024-02-18,Charger,Mobile,3,130.0,South
2024-02-18,Webcam,Electronics,6,657.19,Southeast
2024-02-18,Screen Protector,Mobile,7,114.5,Northeast
2024-02-19,Speaker,Electronics,37,5146.62,North
2024-02-19,Webcam,Electronics,40,2937.13,South
2024-02-19,Shirt,Clothing,7,186.87,South
2024-02-19,Kettle,Appliances,36,2175.66,Northwest
2024-02-19,Gaming Chair,Electronics,28,9928.36,Northwest
2024-02-20,Sweater,Clothing,25,1006.68,Northwest
2024-02-20,RAM,Electronics,47,2881.57,South
2024-02-21,Monitor,Electronics,20,7092.3,Northeast
2024-02-21,Laptop,Electronics,1,1121.05,Central
2024-02-21,Toaster,Appliances,22,1386.36,East
2024-02-21,Oven,Appliances,16,3517.48,North
2024-02-21,Power Supply,Electronics,19,2897.66,East
2024-02-21,Jeans,Clothing,17,1235.65,South
2024-02-21,Microphone,Electronics,10,764.14,South
2024-02-21,Kettle,Appliances,36,2724.97,Central
2024-02-22,Pants,Clothing,29,2634.01,South
2024-02-22,Pants,Clothing,21,1925.47,East
2024-02-22,HDMI Cable,Electronics,6,96.3,Central
2024-02-22,Bookshelf,Furniture,36,8816.68,Central
2024-02-22,Microphone,Electronics,16,2958.54,Northeast
2024-02-22,Hat,Clothing,27,448.2,Northeast
2024-02-22,Cooler,Electronics,50,1548.94,West
2024-02-22,Desk,Furniture,48,20882.43,West
2024-02-22,Coffee Maker,Appliances,23,3958.39,North
2024-02-22,Desk,Furniture,25,12045.11,Northeast
2024-02-23,Coffee Maker,Appliances,37,6092.88,East
2024-02-23,Toaster,Appliances,46,2604.32,Northeast
2024-02-23,T-Shirt,Clothing,22,669.25,Central
2024-02-23,Screen Protector,Mobile,14,214.37,Northeast
2024-02-23,Motherboard,Electronics,23,4070.94,South
2024-02-23,Underwear,Clothing,24,650.08,Northeast
2024-02-23,Kettle,Appliances,28,1830.55,Northwest
2024-02-23,Smart Watch,Mobile,45,21502.31,Central
2024-02-24,Phone,Mobile,27,19743.84,East
2024-02-24,Coffee Maker,Appliances,38,2888.65,North
2024-02-24,External SSD,Electronics,49,7622.63,Central
2024-02-24,Pants,Clothing,13,696.7,Southeast
2024-02-24,Smart Watch,Mobile,22,6078.14,Northeast
2024-02-24,Jeans,Clothing,22,2272.29,Northeast
2024-02-25,Webcam,Electronics,41,3366.08,West
2024-02-25,Keyboard,Electronics,48,3905.3,North
2024-02-25,Microphone,Electronics,19,2085.55,Northeast
2024-02-25,Coffee Maker,Appliances,36,6247.92,Southeast
2024-02-25,Graphics Card,Electronics,36,11494.89,North
2024-02-26,Power Bank,Mobile,49,1781.88,West
2024-02-26,Case,Electronics,18,1025.66,North
2024-02-26,External SSD,Electronics,2,331.46,Northeast
2024-02-26,Mouse,Electronics,38,1864.45,Southeast
2024-02-26,Case,Electronics,41,5917.58,East
2024-02-26,Kettle,Appliances,23,2172.07,Southeast
2024-02-26,Earbuds,Mobile,43,6003.84,Southeast
2024-02-26,Gaming Chair,Electronics,33,8177.77,South
2024-02-26,Microphone,Electronics,26,3719.56,West
2024-02-26,Bed,Furniture,23,26407.79,Northwest
2024-02-26,USB Cable,Electronics,44,702.84,North
2024-02-26,Mouse,Electronics,28,1126.74,West
2024-02-26,Power Bank,Mobile,2,81.72,East
2024-02-26,Phone,Mobile,40,19017.55,West
2024-02-27,Microphone,Electronics,44,10347.35,South
2024-02-27,Oven,Appliances,49,10468.42,North
2024-02-27,Phone Case,Mobile,20,303.14,Northeast
2024-02-27,Shirt,Clothing,18,722.57,Northeast
2024-02-27,Dishwasher,Appliances,36,24934.32,Northwest
2024-02-27,Tablet,Mobile,18,12527.62,East
2024-02-27,Desk,Furniture,23,15877.87,Northwest
2024-02-27,Shoes,Clothing,6,450.36,Central
2024-02-27,USB Cable,Electronics,24,261.15,Central
2024-02-28,Underwear,Clothing,30,539.24,Northeast
2024-02-28,Sofa,Furniture,19,24125.25,Northeast
2024-02-28,Motherboard,Electronics,23,3370.34,Southeast
2024-02-28,Sweater,Clothing,7,370.07,East
2024-02-28,Table,Furniture,5,1794.14,Northeast
2024-02-29,Bookshelf,Furniture,13,2053.17,Northwest
2024-02-29,Pillow,Furniture,15,918.64,West
2024-02-29,Oven,Appliances,22,12388.23,South
2024-02-29,Refrigerator,Appliances,45,82951.51,Northwest
2024-03-01,Cabinet,Furniture,25,5465.55,Northwest
2024-03-01,Screen Protector,Mobile,27,510.26,Central
2024-03-01,Earbuds,Mobile,15,3774.61,Central
2024-03-01,Power Bank,Mobile,13,650.55,Northwest
2024-03-01,Cooler,Electronics,4,156.3,South
2024-03-01,Dishwasher,Appliances,12,13261.6,East
2024-03-01,External SSD,Electronics,30,3345.68,Southeast
2024-03-01,Mattress,Furniture,2,843.94,Northeast
2024-03-01,Keyboard,Electronics,30,2420.42,South
2024-03-01,Sweater,Clothing,22,1278.57,Central
2024-03-01,Blender,Appliances,24,1822.62,Northeast
2024-03-01,Underwear,Clothing,4,117.8,Southeast
2024-03-01,Refrigerator,Appliances,7,13799.74,Northeast
2024-03-02,Tablet,Mobile,3,1828.59,West
2024-03-02,Keyboard,Electronics,43,3524.22,Northwest
2024-03-02,Screen Protector,Mobile,19,217.33,East
2024-03-02,Bed,Furniture,6,5913.16,South
2024-03-02,Charger,Mobile,34,911.51,West
2024-03-02,Keyboard,Electronics,6,854.78,West
2024-03-02,Phone Case,Mobile,42,1615.9,Southeast
2024-03-02,Power Supply,Electronics,49,9773.48,North
2024-03-02,Chair,Furniture,34,12464.99,South
2024-03-02,Bed,Furniture,15,16272.16,Northwest
2024-03-03,Blanket,Furniture,19,588.27,East
2024-03-03,USB Cable,Electronics,27,144.68,North
2024-03-03,Laptop,Electronics,38,51240.44,North
2024-03-03,Coffee Maker,Appliances,50,5941.36,Northeast
2024-03-03,Microphone,Electronics,5,1287.27,West
2024-03-03,Bed,Furniture,44,31001.77,East
